,artist,album,track_name,track_id,danceability,energy,key,loudness,mode,speechiness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
0,Harry Styles,Harry's House,As It Was,4Dvkj6JhhA12EX05fT7y2e,0.52,0.731,6,-5.338,0,0.0557,0.00101,0.311,0.662,173.93,167303,4
1,Glass Animals,Dreamland (+ Bonus Levels),Heat Waves,02MWAaffLxlfxAUY7c5dvx,0.761,0.525,11,-6.9,1,0.0944,6.7e-06,0.0921,0.531,80.87,238805,4
2,Dave,Starlight,Starlight,531KGXtBroSrOX9LVmiIgc,0.954,0.367,4,-9.551,0,0.288,5.48e-06,0.0979,0.372,124.026,211935,4
3,Kate Bush,Hounds of Love (2018 Remaster),Running Up That Hill (A Deal With God) - 2018 Remaster,29d0nY7TzCoi22XBqDQkiP,0.625,0.533,10,-11.903,0,0.0596,0.00266,0.0546,0.139,108.296,300840,4
4,Lost Frequencies,Where Are You Now,Where Are You Now,3uUuGVFu1V7jTQL60S1r8z,0.671,0.636,6,-8.117,0,0.103,0.000411,0.172,0.262,120.966,148197,4
5,Sam Fender,Seventeen Going Under (Deluxe),Seventeen Going Under,5rF6YUIlgiat22OT1lWspJ,0.48,0.87,1,-4.792,1,0.0362,0.00603,0.0826,0.584,161.953,297933,4
6,LF SYSTEM,Afraid To Feel,Afraid To Feel,40SBS57su9xLiE1WqkXOVr,0.578,0.912,1,-3.929,1,0.114,0.00362,0.273,0.68,127.87,177525,4
7,Ed Sheeran,=,Shivers,50nfwKoDiSYg8zOCREWAm5,0.788,0.859,2,-2.724,1,0.0856,0,0.0424,0.822,141.02,207853,4
8,Ed Sheeran,=,Bad Habits,3rmo8F54jFF8OgYsqTxm5d,0.807,0.893,11,-3.745,0,0.0347,2.79e-05,0.366,0.537,126.011,230747,4
9,Aitch,Close To Home,Baby (feat. Ashanti),4wHkV6OpCanrNg2PRNhWjM,0.752,0.813,4,-8.069,0,0.237,0,0.163,0.559,103.836,177733,4
10,Fireboy DML,Playboy,Peru,4vb777iaycnlFxVkJMmtfd,0.956,0.417,7,-7.892,0,0.0926,0.00071,0.0782,0.714,108.015,187111,4
11,Jack Harlow,Come Home The Kids Miss You,First Class,0wHFktze2PHC5jDt3B17DC,0.902,0.582,5,-5.902,0,0.109,3.18e-06,0.111,0.332,107.005,173948,4
12,Elton John,The Lockdown Sessions,Cold Heart - PNAU Remix,7rglLriMNBPAyuJOMGwi39,0.795,0.8,1,-6.32,1,0.0309,7.25e-05,0.0915,0.934,116.032,202735,4
13,The Killers,Hot Fuss,Mr. Brightside,003vvx7Niy0yvhvHt4a68B,0.352,0.911,1,-5.23,1,0.0747,0,0.0995,0.236,148.033,222973,4
14,Luude,Down Under (feat. Colin Hay),Down Under (feat. Colin Hay),7AVyve7cFYTd51ha5i9kE2,0.308,0.861,11,-4.112,0,0.172,0.00103,0.277,0.0386,171.966,158774,4
15,Lin-Manuel Miranda,Encanto (Original Motion Picture Soundtrack),We Don't Talk About Bruno,52xJxFP6TqMuO4Yt0eOkMz,0.577,0.45,0,-8.516,0,0.0834,0,0.111,0.83,205.863,216120,4
